sim,region_name,day,A,alpha,delta,gamma,mew,mew1,N,Vp,Vf,S,E,I,R
0,SPAIN,538,700000,0.000010,1.25,0.85,0.15,0.160,4314480,0.70,0.60,112435,441746,478080,3282220
0,ARGENTINA,553,700000,0.000011,1.27,0.84,0.15,0.163,4229770,0.65,0.55,104071,442811,489017,3193870
0,SPAIN,539,700000,0.000010,1.25,0.85,0.15,0.160,4314270,0.70,0.60,112435,441746,478080,3282010
0,ARGENTINA,554,700000,0.000011,1.27,0.84,0.15,0.163,4229620,0.65,0.55,104071,442811,489017,3193720
0,SPAIN,540,700000,0.000010,1.25,0.85,0.15,0.160,4314070,0.70,0.60,112435,441746,478080,3281800
0,ARGENTINA,555,700000,0.000011,1.27,0.84,0.15,0.163,4229470,0.65,0.55,104071,442811,489017,3193570
0,SPAIN,541,700000,0.000010,1.25,0.85,0.15,0.160,4313860,0.70,0.60,112435,441746,478080,3281600
0,ARGENTINA,556,700000,0.000011,1.27,0.84,0.15,0.163,4229330,0.65,0.55,104071,442811,489017,3193430
0,SPAIN,542,700000,0.000010,1.25,0.85,0.15,0.160,4313660,0.70,0.60,112435,441746,478080,3281400
0,ARGENTINA,557,700000,0.000011,1.27,0.84,0.15,0.163,4229190,0.65,0.55,104071,442811,489017,3193290
0,SPAIN,543,700000,0.000010,1.25,0.85,0.15,0.160,4313470,0.70,0.60,112435,441746,478080,3281210
0,ARGENTINA,558,700000,0.000011,1.27,0.84,0.15,0.163,4229050,0.65,0.55,104071,442811,489017,3193150
0,SPAIN,544,700000,0.000010,1.25,0.85,0.15,0.160,4313280,0.70,0.60,112435,441746,478080,3281010
0,ARGENTINA,559,700000,0.000011,1.27,0.84,0.15,0.163,4228910,0.65,0.55,104071,442811,489017,3193010
0,SPAIN,545,700000,0.000010,1.25,0.85,0.15,0.160,4313080,0.70,0.60,112435,441746,478080,3280820
0,ARGENTINA,560,700000,0.000011,1.27,0.84,0.15,0.163,4228780,0.65,0.55,104071,442811,489017,3192880
0,SPAIN,546,700000,0.000010,1.25,0.85,0.15,0.160,4312900,0.70,0.60,112435,441746,478080,3280640
0,ARGENTINA,561,700000,0.000011,1.27,0.84,0.15,0.163,4228650,0.65,0.55,104071,442811,489017,3192750
0,SPAIN,547,700000,0.000010,1.25,0.85,0.15,0.160,4312710,0.70,0.60,112435,441746,478080,3280450
0,ARGENTINA,562,700000,0.000011,1.27,0.84,0.15,0.163,4228510,0.65,0.55,104071,442811,489017,3192610
0,ARGENTINA,563,700000,0.000011,1.27,0.84,0.15,0.163,4228380,0.65,0.55,104071,442811,489017,3192490
0,SPAIN,548,700000,0.000010,1.25,0.85,0.15,0.160,4312530,0.70,0.60,112435,441746,478080,3280270
0,ARGENTINA,564,700000,0.000011,1.27,0.84,0.15,0.163,4228250,0.65,0.55,104071,442811,489017,3192360
0,SPAIN,549,700000,0.000010,1.25,0.85,0.15,0.160,4312350,0.70,0.60,112435,441746,478080,3280090
0,ARGENTINA,565,700000,0.000011,1.27,0.84,0.15,0.163,4228130,0.65,0.55,104071,442811,489017,3192230
0,SPAIN,550,700000,0.000010,1.25,0.85,0.15,0.160,4312170,0.70,0.60,112435,441746,478080,3279910
0,ARGENTINA,566,700000,0.000011,1.27,0.84,0.15,0.163,4228010,0.65,0.55,104071,442811,489017,3192110
0,SPAIN,551,700000,0.000010,1.25,0.85,0.15,0.160,4312000,0.70,0.60,112435,441746,478080,3279740
0,ARGENTINA,567,700000,0.000011,1.27,0.84,0.15,0.163,4227880,0.65,0.55,104071,442811,489017,3191990
0,SPAIN,552,700000,0.000010,1.25,0.85,0.15,0.160,4311830,0.70,0.60,112435,441746,478080,3279560
0,ARGENTINA,568,700000,0.000011,1.27,0.84,0.15,0.163,4227770,0.65,0.55,104071,442811,489017,3191870
0,SPAIN,553,700000,0.000010,1.25,0.85,0.15,0.160,4311660,0.70,0.60,112435,441746,478080,3279400
0,ARGENTINA,569,700000,0.000011,1.27,0.84,0.15,0.163,4227640,0.65,0.55,104071,442811,489017,3191750
0,SPAIN,554,700000,0.000010,1.25,0.85,0.15,0.160,4311490,0.70,0.60,112435,441746,478080,3279230
0,ARGENTINA,570,700000,0.000011,1.27,0.84,0.15,0.163,4227530,0.65,0.55,104071,442811,489017,3191630
0,SPAIN,555,700000,0.000010,1.25,0.85,0.15,0.160,4311320,0.70,0.60,112435,441746,478080,3279060
0,ARGENTINA,571,700000,0.000011,1.27,0.84,0.15,0.163,4227420,0.65,0.55,104071,442811,489017,3191520
0,SPAIN,556,700000,0.000010,1.25,0.85,0.15,0.160,4311160,0.70,0.60,112435,441746,478080,3278900
0,ARGENTINA,572,700000,0.000011,1.27,0.84,0.15,0.163,4227300,0.65,0.55,104071,442811,489017,3191400
0,SPAIN,557,700000,0.000010,1.25,0.85,0.15,0.160,4311000,0.70,0.60,112435,441746,478080,3278740
0,ARGENTINA,573,700000,0.000011,1.27,0.84,0.15,0.163,4227190,0.65,0.55,104071,442811,489017,3191290
0,SPAIN,558,700000,0.000010,1.25,0.85,0.15,0.160,4310840,0.70,0.60,112435,441746,478080,3278580
0,ARGENTINA,574,700000,0.000011,1.27,0.84,0.15,0.163,4227080,0.65,0.55,104071,442811,489017,3191180
0,SPAIN,559,700000,0.000010,1.25,0.85,0.15,0.160,4310690,0.70,0.60,112435,441746,478080,3278430
0,ARGENTINA,575,700000,0.000011,1.27,0.84,0.15,0.163,4226970,0.65,0.55,104071,442811,489017,3191070
0,SPAIN,560,700000,0.000010,1.25,0.85,0.15,0.160,4310540,0.70,0.60,112435,441746,478080,3278280
0,ARGENTINA,576,700000,0.000011,1.27,0.84,0.15,0.163,4226870,0.65,0.55,104071,442811,489017,3190970
0,SPAIN,561,700000,0.000010,1.25,0.85,0.15,0.160,4310390,0.70,0.60,112435,441746,478080,3278130
0,ARGENTINA,577,700000,0.000011,1.27,0.84,0.15,0.163,4226760,0.65,0.55,104071,442811,489017,3190860
0,SPAIN,562,700000,0.000010,1.25,0.85,0.15,0.160,4310240,0.70,0.60,112435,441746,478080,3277980
0,ARGENTINA,578,700000,0.000011,1.27,0.84,0.15,0.163,4226660,0.65,0.55,104071,442811,489017,3190760
0,SPAIN,563,700000,0.000010,1.25,0.85,0.15,0.160,4310090,0.70,0.60,112435,441746,478080,3277830
0,ARGENTINA,579,700000,0.000011,1.27,0.84,0.15,0.163,4226560,0.65,0.55,104071,442811,489017,3190660
0,SPAIN,564,700000,0.000010,1.25,0.85,0.15,0.160,4309950,0.70,0.60,112435,441746,478080,3277690
0,ARGENTINA,580,700000,0.000011,1.27,0.84,0.15,0.163,4226450,0.65,0.55,104071,442811,489017,3190560
0,SPAIN,565,700000,0.000010,1.25,0.85,0.15,0.160,4309810,0.70,0.60,112435,441746,478080,3277540
0,ARGENTINA,581,700000,0.000011,1.27,0.84,0.15,0.163,4226360,0.65,0.55,104071,442811,489017,3190460
0,SPAIN,566,700000,0.000010,1.25,0.85,0.15,0.160,4309670,0.70,0.60,112435,441746,478080,3277400
0,ARGENTINA,582,700000,0.000011,1.27,0.84,0.15,0.163,4226260,0.65,0.55,104071,442811,489017,3190360
0,SPAIN,567,700000,0.000010,1.25,0.85,0.15,0.160,4309530,0.70,0.60,112435,441746,478080,3277270
0,ARGENTINA,583,700000,0.000011,1.27,0.84,0.15,0.163,4226160,0.65,0.55,104071,442811,489017,3190260
0,SPAIN,568,700000,0.000010,1.25,0.85,0.15,0.160,4309390,0.70,0.60,112435,441746,478080,3277130
0,ARGENTINA,584,700000,0.000011,1.27,0.84,0.15,0.163,4226070,0.65,0.55,104071,442811,489017,3190170
0,SPAIN,569,700000,0.000010,1.25,0.85,0.15,0.160,4309260,0.70,0.60,112435,441746,478080,3277000
0,ARGENTINA,585,700000,0.000011,1.27,0.84,0.15,0.163,4225970,0.65,0.55,104071,442811,489017,3190070
0,SPAIN,570,700000,0.000010,1.25,0.85,0.15,0.160,4309120,0.70,0.60,112435,441746,478080,3276860
0,ARGENTINA,586,700000,0.000011,1.27,0.84,0.15,0.163,4225880,0.65,0.55,104071,442811,489017,3189980
0,SPAIN,571,700000,0.000010,1.25,0.85,0.15,0.160,4308990,0.70,0.60,112435,441746,478080,3276730
0,ARGENTINA,587,700000,0.000011,1.27,0.84,0.15,0.163,4225790,0.65,0.55,104071,442811,489017,3189890
0,SPAIN,572,700000,0.000010,1.25,0.85,0.15,0.160,4308860,0.70,0.60,112435,441746,478080,3276600
0,ARGENTINA,588,700000,0.000011,1.27,0.84,0.15,0.163,4225700,0.65,0.55,104071,442811,489017,3189800
0,SPAIN,573,700000,0.000010,1.25,0.85,0.15,0.160,4308740,0.70,0.60,112435,441746,478080,3276480
0,ARGENTINA,589,700000,0.000011,1.27,0.84,0.15,0.163,4225610,0.65,0.55,104071,442811,489017,3189720
0,SPAIN,574,700000,0.000010,1.25,0.85,0.15,0.160,4308610,0.70,0.60,112435,441746,478080,3276350
0,ARGENTINA,590,700000,0.000011,1.27,0.84,0.15,0.163,4225520,0.65,0.55,104071,442811,489017,3189630
0,SPAIN,575,700000,0.000010,1.25,0.85,0.15,0.160,4308490,0.70,0.60,112435,441746,478080,3276230
0,ARGENTINA,591,700000,0.000011,1.27,0.84,0.15,0.163,4225440,0.65,0.55,104071,442811,489017,3189540
0,SPAIN,576,700000,0.000010,1.25,0.85,0.15,0.160,4308370,0.70,0.60,112435,441746,478080,3276110
0,ARGENTINA,592,700000,0.000011,1.27,0.84,0.15,0.163,4225360,0.65,0.55,104071,442811,489017,3189460
0,SPAIN,577,700000,0.000010,1.25,0.85,0.15,0.160,4308250,0.70,0.60,112435,441746,478080,3275990
0,ARGENTINA,593,700000,0.000011,1.27,0.84,0.15,0.163,4225270,0.65,0.55,104071,442811,489017,3189370
0,SPAIN,578,700000,0.000010,1.25,0.85,0.15,0.160,4308130,0.70,0.60,112435,441746,478080,3275870
0,ARGENTINA,594,700000,0.000011,1.27,0.84,0.15,0.163,4225190,0.65,0.55,104071,442811,489017,3189290
0,SPAIN,579,700000,0.000010,1.25,0.85,0.15,0.160,4308010,0.70,0.60,112435,441746,478080,3275750
0,ARGENTINA,595,700000,0.000011,1.27,0.84,0.15,0.163,4225110,0.65,0.55,104071,442811,489017,3189210
0,SPAIN,580,700000,0.000010,1.25,0.85,0.15,0.160,4307900,0.70,0.60,112435,441746,478080,3275640
0,ARGENTINA,596,700000,0.000011,1.27,0.84,0.15,0.163,4225030,0.65,0.55,104071,442811,489017,3189130
0,SPAIN,581,700000,0.000010,1.25,0.85,0.15,0.160,4307780,0.70,0.60,112435,441746,478080,3275520
0,ARGENTINA,597,700000,0.000011,1.27,0.84,0.15,0.163,4224950,0.65,0.55,104071,442811,489017,3189060
0,SPAIN,582,700000,0.000010,1.25,0.85,0.15,0.160,4307670,0.70,0.60,112435,441746,478080,3275410
0,ARGENTINA,598,700000,0.000011,1.27,0.84,0.15,0.163,4224870,0.65,0.55,104071,442811,489017,3188980
0,SPAIN,583,700000,0.000010,1.25,0.85,0.15,0.160,4307560,0.70,0.60,112435,441746,478080,3275300
0,ARGENTINA,599,700000,0.000011,1.27,0.84,0.15,0.163,4224800,0.65,0.55,104071,442811,489017,3188900
0,SPAIN,584,700000,0.000010,1.25,0.85,0.15,0.160,4307460,0.70,0.60,112435,441746,478080,3275190
0,ARGENTINA,600,700000,0.000011,1.27,0.84,0.15,0.163,4224730,0.65,0.55,104071,442811,489017,3188830
0,SPAIN,585,700000,0.000010,1.25,0.85,0.15,0.160,4307350,0.70,0.60,112435,441746,478080,3275090
0,ARGENTINA,601,700000,0.000011,1.27,0.84,0.15,0.163,4224650,0.65,0.55,104071,442811,489017,3188750
0,SPAIN,586,700000,0.000010,1.25,0.85,0.15,0.160,4307240,0.70,0.60,112435,441746,478080,3274980
0,ARGENTINA,602,700000,0.000011,1.27,0.84,0.15,0.163,4224580,0.65,0.55,104071,442811,489017,3188680
0,SPAIN,587,700000,0.000010,1.25,0.85,0.15,0.160,4307140,0.70,0.60,112435,441746,478080,3274880
0,ARGENTINA,603,700000,0.000011,1.27,0.84,0.15,0.163,4224500,0.65,0.55,104071,442811,489017,3188610
0,SPAIN,588,700000,0.000010,1.25,0.85,0.15,0.160,4307040,0.70,0.60,112435,441746,478080,3274780
0,ARGENTINA,604,700000,0.000011,1.27,0.84,0.15,0.163,4224440,0.65,0.55,104071,442811,489017,3188540
0,ARGENTINA,605,700000,0.000011,1.27,0.84,0.15,0.163,4224370,0.65,0.55,104071,442811,489017,3188470
0,SPAIN,589,700000,0.000010,1.25,0.85,0.15,0.160,4306940,0.70,0.60,112435,441746,478080,3274680
0,ARGENTINA,606,700000,0.000011,1.27,0.84,0.15,0.163,4224300,0.65,0.55,104071,442811,489017,3188400
0,SPAIN,590,700000,0.000010,1.25,0.85,0.15,0.160,4306840,0.70,0.60,112435,441746,478080,3274580
0,ARGENTINA,607,700000,0.000011,1.27,0.84,0.15,0.163,4224230,0.65,0.55,104071,442811,489017,3188330
0,SPAIN,591,700000,0.000010,1.25,0.85,0.15,0.160,4306740,0.70,0.60,112435,441746,478080,3274480
0,ARGENTINA,608,700000,0.000011,1.27,0.84,0.15,0.163,4224160,0.65,0.55,104071,442811,489017,3188260
0,SPAIN,592,700000,0.000010,1.25,0.85,0.15,0.160,4306640,0.70,0.60,112435,441746,478080,3274380
0,ARGENTINA,609,700000,0.000011,1.27,0.84,0.15,0.163,4224100,0.65,0.55,104071,442811,489017,3188200
0,SPAIN,593,700000,0.000010,1.25,0.85,0.15,0.160,4306550,0.70,0.60,112435,441746,478080,3274290
0,ARGENTINA,610,700000,0.000011,1.27,0.84,0.15,0.163,4224030,0.65,0.55,104071,442811,489017,3188130
0,SPAIN,594,700000,0.000010,1.25,0.85,0.15,0.160,4306460,0.70,0.60,112435,441746,478080,3274190
0,ARGENTINA,611,700000,0.000011,1.27,0.84,0.15,0.163,4223970,0.65,0.55,104071,442811,489017,3188070
0,SPAIN,595,700000,0.000010,1.25,0.85,0.15,0.160,4306360,0.70,0.60,112435,441746,478080,3274100
0,ARGENTINA,612,700000,0.000011,1.27,0.84,0.15,0.163,4223910,0.65,0.55,104071,442811,489017,3188010
0,SPAIN,596,700000,0.000010,1.25,0.85,0.15,0.160,4306270,0.70,0.60,112435,441746,478080,3274010
0,ARGENTINA,613,700000,0.000011,1.27,0.84,0.15,0.163,4223840,0.65,0.55,104071,442811,489017,3187950
0,SPAIN,597,700000,0.000010,1.25,0.85,0.15,0.160,4306180,0.70,0.60,112435,441746,478080,3273920
0,ARGENTINA,614,700000,0.000011,1.27,0.84,0.15,0.163,4223780,0.65,0.55,104071,442811,489017,3187880
0,SPAIN,598,700000,0.000010,1.25,0.85,0.15,0.160,4306090,0.70,0.60,112435,441746,478080,3273830
0,ARGENTINA,615,700000,0.000011,1.27,0.84,0.15,0.163,4223720,0.65,0.55,104071,442811,489017,3187820
0,SPAIN,599,700000,0.000010,1.25,0.85,0.15,0.160,4306010,0.70,0.60,112435,441746,478080,3273740
0,ARGENTINA,616,700000,0.000011,1.27,0.84,0.15,0.163,4223660,0.65,0.55,104071,442811,489017,3187760
0,SPAIN,600,700000,0.000010,1.25,0.85,0.15,0.160,4305920,0.70,0.60,112435,441746,478080,3273660
0,ARGENTINA,617,700000,0.000011,1.27,0.84,0.15,0.163,4223600,0.65,0.55,104071,442811,489017,3187710
0,SPAIN,601,700000,0.000010,1.25,0.85,0.15,0.160,4305840,0.70,0.60,112435,441746,478080,3273580
0,ARGENTINA,618,700000,0.000011,1.27,0.84,0.15,0.163,4223550,0.65,0.55,104071,442811,489017,3187650
0,SPAIN,602,700000,0.000010,1.25,0.85,0.15,0.160,4305750,0.70,0.60,112435,441746,478080,3273490
0,ARGENTINA,619,700000,0.000011,1.27,0.84,0.15,0.163,4223490,0.65,0.55,104071,442811,489017,3187590
0,SPAIN,603,700000,0.000010,1.25,0.85,0.15,0.160,4305670,0.70,0.60,112435,441746,478080,3273410
0,ARGENTINA,620,700000,0.000011,1.27,0.84,0.15,0.163,4223430,0.65,0.55,104071,442811,489017,3187540
0,SPAIN,604,700000,0.000010,1.25,0.85,0.15,0.160,4305590,0.70,0.60,112435,441746,478080,3273330
0,ARGENTINA,621,700000,0.000011,1.27,0.84,0.15,0.163,4223380,0.65,0.55,104071,442811,489017,3187480
0,SPAIN,605,700000,0.000010,1.25,0.85,0.15,0.160,4305510,0.70,0.60,112435,441746,478080,3273250
0,ARGENTINA,622,700000,0.000011,1.27,0.84,0.15,0.163,4223330,0.65,0.55,104071,442811,489017,3187430
0,SPAIN,606,700000,0.000010,1.25,0.85,0.15,0.160,4305430,0.70,0.60,112435,441746,478080,3273170
0,ARGENTINA,623,700000,0.000011,1.27,0.84,0.15,0.163,4223270,0.65,0.55,104071,442811,489017,3187370
0,SPAIN,607,700000,0.000010,1.25,0.85,0.15,0.160,4305350,0.70,0.60,112435,441746,478080,3273090
0,ARGENTINA,624,700000,0.000011,1.27,0.84,0.15,0.163,4223220,0.65,0.55,104071,442811,489017,3187320
0,SPAIN,608,700000,0.000010,1.25,0.85,0.15,0.160,4305280,0.70,0.60,112435,441746,478080,3273020
0,ARGENTINA,625,700000,0.000011,1.27,0.84,0.15,0.163,4223170,0.65,0.55,104071,442811,489017,3187270
0,SPAIN,609,700000,0.000010,1.25,0.85,0.15,0.160,4305200,0.70,0.60,112435,441746,478080,3272940
0,ARGENTINA,626,700000,0.000011,1.27,0.84,0.15,0.163,4223120,0.65,0.55,104071,442811,489017,3187220
0,SPAIN,610,700000,0.000010,1.25,0.85,0.15,0.160,4305130,0.70,0.60,112435,441746,478080,3272870
0,ARGENTINA,627,700000,0.000011,1.27,0.84,0.15,0.163,4223070,0.65,0.55,104071,442811,489017,3187170
0,SPAIN,611,700000,0.000010,1.25,0.85,0.15,0.160,4305060,0.70,0.60,112435,441746,478080,3272800
0,ARGENTINA,628,700000,0.000011,1.27,0.84,0.15,0.163,4223020,0.65,0.55,104071,442811,489017,3187120
0,SPAIN,612,700000,0.000010,1.25,0.85,0.15,0.160,4304990,0.70,0.60,112435,441746,478080,3272720
0,ARGENTINA,629,700000,0.000011,1.27,0.84,0.15,0.163,4222970,0.65,0.55,104071,442811,489017,3187070
0,SPAIN,613,700000,0.000010,1.25,0.85,0.15,0.160,4304910,0.70,0.60,112435,441746,478080,3272650
0,ARGENTINA,630,700000,0.000011,1.27,0.84,0.15,0.163,4222920,0.65,0.55,104071,442811,489017,3187020
0,SPAIN,614,700000,0.000010,1.25,0.85,0.15,0.160,4304840,0.70,0.60,112435,441746,478080,3272580
0,ARGENTINA,631,700000,0.000011,1.27,0.84,0.15,0.163,4222870,0.65,0.55,104071,442811,489017,3186970
0,SPAIN,615,700000,0.000010,1.25,0.85,0.15,0.160,4304780,0.70,0.60,112435,441746,478080,3272510
0,ARGENTINA,632,700000,0.000011,1.27,0.84,0.15,0.163,4222820,0.65,0.55,104071,442811,489017,3186930
0,SPAIN,616,700000,0.000010,1.25,0.85,0.15,0.160,4304710,0.70,0.60,112435,441746,478080,3272450
0,ARGENTINA,633,700000,0.000011,1.27,0.84,0.15,0.163,4222780,0.65,0.55,104071,442811,489017,3186880
0,SPAIN,617,700000,0.000010,1.25,0.85,0.15,0.160,4304640,0.70,0.60,112435,441746,478080,3272380
0,ARGENTINA,634,700000,0.000011,1.27,0.84,0.15,0.163,4222730,0.65,0.55,104071,442811,489017,3186830
0,SPAIN,618,700000,0.000010,1.25,0.85,0.15,0.160,4304570,0.70,0.60,112435,441746,478080,3272310
0,ARGENTINA,635,700000,0.000011,1.27,0.84,0.15,0.163,4222690,0.65,0.55,104071,442811,489017,3186790
0,SPAIN,619,700000,0.000010,1.25,0.85,0.15,0.160,4304510,0.70,0.60,112435,441746,478080,3272250
0,ARGENTINA,636,700000,0.000011,1.27,0.84,0.15,0.163,4222640,0.65,0.55,104071,442811,489017,3186750
0,SPAIN,620,700000,0.000010,1.25,0.85,0.15,0.160,4304440,0.70,0.60,112435,441746,478080,3272180
0,ARGENTINA,637,700000,0.000011,1.27,0.84,0.15,0.163,4222600,0.65,0.55,104071,442811,489017,3186700
0,SPAIN,621,700000,0.000010,1.25,0.85,0.15,0.160,4304380,0.70,0.60,112435,441746,478080,3272120
0,ARGENTINA,638,700000,0.000011,1.27,0.84,0.15,0.163,4222560,0.65,0.55,104071,442811,489017,3186660
0,SPAIN,622,700000,0.000010,1.25,0.85,0.15,0.160,4304320,0.70,0.60,112435,441746,478080,3272060
0,ARGENTINA,639,700000,0.000011,1.27,0.84,0.15,0.163,4222520,0.65,0.55,104071,442811,489017,3186620
0,SPAIN,623,700000,0.000010,1.25,0.85,0.15,0.160,4304260,0.70,0.60,112435,441746,478080,3272000
0,ARGENTINA,640,700000,0.000011,1.27,0.84,0.15,0.163,4222470,0.65,0.55,104071,442811,489017,3186580
0,SPAIN,624,700000,0.000010,1.25,0.85,0.15,0.160,4304200,0.70,0.60,112435,441746,478080,3271940
0,ARGENTINA,641,700000,0.000011,1.27,0.84,0.15,0.163,4222430,0.65,0.55,104071,442811,489017,3186530
0,SPAIN,625,700000,0.000010,1.25,0.85,0.15,0.160,4304140,0.70,0.60,112435,441746,478080,3271880
0,ARGENTINA,642,700000,0.000011,1.27,0.84,0.15,0.163,4222390,0.65,0.55,104071,442811,489017,3186490
0,SPAIN,626,700000,0.000010,1.25,0.85,0.15,0.160,4304080,0.70,0.60,112435,441746,478080,3271820
0,ARGENTINA,643,700000,0.000011,1.27,0.84,0.15,0.163,4222350,0.65,0.55,104071,442811,489017,3186450
0,SPAIN,627,700000,0.000010,1.25,0.85,0.15,0.160,4304020,0.70,0.60,112435,441746,478080,3271760
0,ARGENTINA,644,700000,0.000011,1.27,0.84,0.15,0.163,4222310,0.65,0.55,104071,442811,489017,3186420
0,SPAIN,628,700000,0.000010,1.25,0.85,0.15,0.160,4303960,0.70,0.60,112435,441746,478080,3271700
0,ARGENTINA,645,700000,0.000011,1.27,0.84,0.15,0.163,4222270,0.65,0.55,104071,442811,489017,3186380
0,ARGENTINA,646,700000,0.000011,1.27,0.84,0.15,0.163,4222240,0.65,0.55,104071,442811,489017,3186340
0,SPAIN,629,700000,0.000010,1.25,0.85,0.15,0.160,4303910,0.70,0.60,112435,441746,478080,3271640
0,ARGENTINA,647,700000,0.000011,1.27,0.84,0.15,0.163,4222200,0.65,0.55,104071,442811,489017,3186300
0,SPAIN,630,700000,0.000010,1.25,0.85,0.15,0.160,4303850,0.70,0.60,112435,441746,478080,3271590
0,ARGENTINA,648,700000,0.000011,1.27,0.84,0.15,0.163,4222160,0.65,0.55,104071,442811,489017,3186260
0,SPAIN,631,700000,0.000010,1.25,0.85,0.15,0.160,4303800,0.70,0.60,112435,441746,478080,3271540
0,ARGENTINA,649,700000,0.000011,1.27,0.84,0.15,0.163,4222130,0.65,0.55,104071,442811,489017,3186230
0,SPAIN,632,700000,0.000010,1.25,0.85,0.15,0.160,4303740,0.70,0.60,112435,441746,478080,3271480
0,ARGENTINA,650,700000,0.000011,1.27,0.84,0.15,0.163,4222090,0.65,0.55,104071,442811,489017,3186190
0,SPAIN,633,700000,0.000010,1.25,0.85,0.15,0.160,4303690,0.70,0.60,112435,441746,478080,3271430
0,ARGENTINA,651,700000,0.000011,1.27,0.84,0.15,0.163,4222050,0.65,0.55,104071,442811,489017,3186160
0,SPAIN,634,700000,0.000010,1.25,0.85,0.15,0.160,4303640,0.70,0.60,112435,441746,478080,3271380
0,ARGENTINA,652,700000,0.000011,1.27,0.84,0.15,0.163,4222020,0.65,0.55,104071,442811,489017,3186120
0,SPAIN,635,700000,0.000010,1.25,0.85,0.15,0.160,4303580,0.70,0.60,112435,441746,478080,3271320
0,ARGENTINA,653,700000,0.000011,1.27,0.84,0.15,0.163,4221980,0.65,0.55,104071,442811,489017,3186090
0,SPAIN,636,700000,0.000010,1.25,0.85,0.15,0.160,4303530,0.70,0.60,112435,441746,478080,3271270
0,ARGENTINA,654,700000,0.000011,1.27,0.84,0.15,0.163,4221950,0.65,0.55,104071,442811,489017,3186050
0,SPAIN,637,700000,0.000010,1.25,0.85,0.15,0.160,4303480,0.70,0.60,112435,441746,478080,3271220
0,ARGENTINA,655,700000,0.000011,1.27,0.84,0.15,0.163,4221920,0.65,0.55,104071,442811,489017,3186020
0,SPAIN,638,700000,0.000010,1.25,0.85,0.15,0.160,4303430,0.70,0.60,112435,441746,478080,3271170
0,ARGENTINA,656,700000,0.000011,1.27,0.84,0.15,0.163,4221880,0.65,0.55,104071,442811,489017,3185990
0,SPAIN,639,700000,0.000010,1.25,0.85,0.15,0.160,4303390,0.70,0.60,112435,441746,478080,3271120
0,ARGENTINA,657,700000,0.000011,1.27,0.84,0.15,0.163,4221850,0.65,0.55,104071,442811,489017,3185950
0,SPAIN,640,700000,0.000010,1.25,0.85,0.15,0.160,4303340,0.70,0.60,112435,441746,478080,3271080
0,ARGENTINA,658,700000,0.000011,1.27,0.84,0.15,0.163,4221820,0.65,0.55,104071,442811,489017,3185920
0,SPAIN,641,700000,0.000010,1.25,0.85,0.15,0.160,4303290,0.70,0.60,112435,441746,478080,3271030
0,ARGENTINA,659,700000,0.000011,1.27,0.84,0.15,0.163,4221790,0.65,0.55,104071,442811,489017,3185890
0,SPAIN,642,700000,0.000010,1.25,0.85,0.15,0.160,4303240,0.70,0.60,112435,441746,478080,3270980
0,ARGENTINA,660,700000,0.000011,1.27,0.84,0.15,0.163,4221760,0.65,0.55,104071,442811,489017,3185860
0,SPAIN,643,700000,0.000010,1.25,0.85,0.15,0.160,4303200,0.70,0.60,112435,441746,478080,3270940
0,ARGENTINA,661,700000,0.000011,1.27,0.84,0.15,0.163,4221730,0.65,0.55,104071,442811,489017,3185830
0,SPAIN,644,700000,0.000010,1.25,0.85,0.15,0.160,4303150,0.70,0.60,112435,441746,478080,3270890
0,ARGENTINA,662,700000,0.000011,1.27,0.84,0.15,0.163,4221700,0.65,0.55,104071,442811,489017,3185800
0,SPAIN,645,700000,0.000010,1.25,0.85,0.15,0.160,4303110,0.70,0.60,112435,441746,478080,3270850
0,ARGENTINA,663,700000,0.000011,1.27,0.84,0.15,0.163,4221670,0.65,0.55,104071,442811,489017,3185770
0,SPAIN,646,700000,0.000010,1.25,0.85,0.15,0.160,4303060,0.70,0.60,112435,441746,478080,3270800
0,ARGENTINA,664,700000,0.000011,1.27,0.84,0.15,0.163,4221640,0.65,0.55,104071,442811,489017,3185740
0,SPAIN,647,700000,0.000010,1.25,0.85,0.15,0.160,4303020,0.70,0.60,112435,441746,478080,3270760
0,ARGENTINA,665,700000,0.000011,1.27,0.84,0.15,0.163,4221610,0.65,0.55,104071,442811,489017,3185710
0,SPAIN,648,700000,0.000010,1.25,0.85,0.15,0.160,4302980,0.70,0.60,112435,441746,478080,3270720
0,ARGENTINA,666,700000,0.000011,1.27,0.84,0.15,0.163,4221580,0.65,0.55,104071,442811,489017,3185680
0,SPAIN,649,700000,0.000010,1.25,0.85,0.15,0.160,4302930,0.70,0.60,112435,441746,478080,3270670
0,ARGENTINA,667,700000,0.000011,1.27,0.84,0.15,0.163,4221550,0.65,0.55,104071,442811,489017,3185650
0,SPAIN,650,700000,0.000010,1.25,0.85,0.15,0.160,4302890,0.70,0.60,112435,441746,478080,3270630
0,ARGENTINA,668,700000,0.000011,1.27,0.84,0.15,0.163,4221520,0.65,0.55,104071,442811,489017,3185630
0,SPAIN,651,700000,0.000010,1.25,0.85,0.15,0.160,4302850,0.70,0.60,112435,441746,478080,3270590
0,ARGENTINA,669,700000,0.000011,1.27,0.84,0.15,0.163,4221500,0.65,0.55,104071,442811,489017,3185600
0,SPAIN,652,700000,0.000010,1.25,0.85,0.15,0.160,4302810,0.70,0.60,112435,441746,478080,3270550
